,0,Dataset,Epsilon,Network,Image,Result,TotalTime,Unnamed: 0,Verifier,instance,solved_bool,solved,score
5830,,mnist,0.012,N12,MNIST_P91_N12,unsat,58.3147,1430.0,verinet,MNIST_P91_N12 N12 0.012,True,1,1
5832,,mnist,0.012,N12,MNIST_P53_N12,unsat,59.8385,1432.0,verinet,MNIST_P53_N12 N12 0.012,True,1,1
5842,,mnist,0.012,N12,MNIST_P90_N12,unsat,59.0668,1442.0,verinet,MNIST_P90_N12 N12 0.012,True,1,1
5884,,mnist,0.012,N12,MNIST_P74_N12,unsat,59.4852,1484.0,verinet,MNIST_P74_N12 N12 0.012,True,1,1
5902,,mnist,0.012,N22,MNIST_P93_N22,unsat,60.791,1502.0,verinet,MNIST_P93_N22 N22 0.012,True,1,1
5950,,mnist,0.012,N12,MNIST_P38_N12,unsat,59.9699,1550.0,verinet,MNIST_P38_N12 N12 0.012,True,1,1
5973,,mnist,0.012,N12,MNIST_P12_N12,unsat,60.6527,1573.0,verinet,MNIST_P12_N12 N12 0.012,True,1,1
5994,,mnist,0.012,N22,MNIST_P15_N22,unsat,61.7215,1594.0,verinet,MNIST_P15_N22 N22 0.012,True,1,1
5995,,mnist,0.012,N12,MNIST_P18_N12,unsat,62.2374,1595.0,verinet,MNIST_P18_N12 N12 0.012,True,1,1
5996,,mnist,0.012,N22,MNIST_P31_N22,unsat,60.4385,1596.0,verinet,MNIST_P31_N22 N22 0.012,True,1,1
6578,,mnist,0.012,N33,MNIST_P56_N33,unsat,59.8931,2178.0,verinet,MNIST_P56_N33 N33 0.012,True,1,1
6587,,mnist,0.012,N33,MNIST_P39_N33,unsat,57.6679,2187.0,verinet,MNIST_P39_N33 N33 0.012,True,1,1
5622,,mnist,0.012,N33,MNIST_P50_N33,unsat,58.2016,1222.0,verinet,MNIST_P50_N33 N33 0.012,True,1,1
7153,,mnist,0.012,N12,MNIST_P85_N12,unsat,59.8332,2753.0,verinet,MNIST_P85_N12 N12 0.012,True,1,1
7173,,mnist,0.012,N22,MNIST_P46_N22,unsat,59.4829,2773.0,verinet,MNIST_P46_N22 N22 0.012,True,1,1
7181,,mnist,0.012,N22,MNIST_P34_N22,unsat,61.3981,2781.0,verinet,MNIST_P34_N22 N22 0.012,True,1,1
7201,,mnist,0.012,N22,MNIST_P98_N22,unsat,57.6961,2801.0,verinet,MNIST_P98_N22 N22 0.012,True,1,1
7204,,mnist,0.012,N22,MNIST_P42_N22,unsat,57.8748,2804.0,verinet,MNIST_P42_N22 N22 0.012,True,1,1
7210,,mnist,0.012,N33,MNIST_P84_N33,unsat,61.0323,2810.0,verinet,MNIST_P84_N33 N33 0.012,True,1,1
7221,,mnist,0.012,N33,MNIST_P25_N33,unsat,58.8584,2821.0,verinet,MNIST_P25_N33 N33 0.012,True,1,1
7227,,mnist,0.012,N22,MNIST_P89_N22,unsat,59.9499,2827.0,verinet,MNIST_P89_N22 N22 0.012,True,1,1
7233,,mnist,0.012,N22,MNIST_P24_N22,unsat,61.0572,2833.0,verinet,MNIST_P24_N22 N22 0.012,True,1,1
7234,,mnist,0.012,N22,MNIST_P28_N22,unsat,60.8146,2834.0,verinet,MNIST_P28_N22 N22 0.012,True,1,1
7238,,mnist,0.012,N22,MNIST_P95_N22,unsat,62.3704,2838.0,verinet,MNIST_P95_N22 N22 0.012,True,1,1
7246,,mnist,0.012,N33,MNIST_P24_N33,sat,59.4321,2846.0,verinet,MNIST_P24_N33 N33 0.012,True,1,1
7248,,mnist,0.012,N12,MNIST_P66_N12,unsat,59.338,2848.0,verinet,MNIST_P66_N12 N12 0.012,True,1,1
7295,,mnist,0.012,N33,MNIST_P21_N33,unsat,58.5961,2895.0,verinet,MNIST_P21_N33 N33 0.012,True,1,1
7329,,mnist,0.012,N12,MNIST_P59_N12,unsat,59.6114,2929.0,verinet,MNIST_P59_N12 N12 0.012,True,1,1
7335,,mnist,0.012,N12,MNIST_P97_N12,unsat,56.1595,2935.0,verinet,MNIST_P97_N12 N12 0.012,True,1,1
7356,,mnist,0.012,N22,MNIST_P5_N22,unsat,57.9518,2956.0,verinet,MNIST_P5_N22 N22 0.012,True,1,1
7391,,mnist,0.012,N33,MNIST_P46_N33,sat,20.1815,2991.0,verinet,MNIST_P46_N33 N33 0.012,True,1,1
7426,,mnist,0.012,N33,MNIST_P11_N33,unsat,56.6969,3026.0,verinet,MNIST_P11_N33 N33 0.012,True,1,1
7447,,mnist,0.012,N22,MNIST_P23_N22,unsat,59.9516,3047.0,verinet,MNIST_P23_N22 N22 0.012,True,1,1
7450,,mnist,0.012,N22,MNIST_P9_N22,unsat,58.4674,3050.0,verinet,MNIST_P9_N22 N22 0.012,True,1,1
7469,,mnist,0.012,N22,MNIST_P33_N22,unsat,59.5522,3069.0,verinet,MNIST_P33_N22 N22 0.012,True,1,1
7481,,mnist,0.012,N33,MNIST_P22_N33,unsat,60.2205,3081.0,verinet,MNIST_P22_N33 N33 0.012,True,1,1
7489,,mnist,0.012,N22,MNIST_P7_N22,unsat,61.4588,3089.0,verinet,MNIST_P7_N22 N22 0.012,True,1,1
7493,,mnist,0.012,N22,MNIST_P97_N22,unsat,60.5627,3093.0,verinet,MNIST_P97_N22 N22 0.012,True,1,1
7502,,mnist,0.012,N33,MNIST_P32_N33,unsat,58.6071,3102.0,verinet,MNIST_P32_N33 N33 0.012,True,1,1
7158,,mnist,0.012,N22,MNIST_P61_N22,unsat,60.6707,2758.0,verinet,MNIST_P61_N22 N22 0.012,True,1,1
7140,,mnist,0.012,N12,MNIST_P49_N12,unsat,59.0845,2740.0,verinet,MNIST_P49_N12 N12 0.012,True,1,1
6592,,mnist,0.012,N22,MNIST_P87_N22,unsat,58.9183,2192.0,verinet,MNIST_P87_N22 N22 0.012,True,1,1
7128,,mnist,0.012,N22,MNIST_P70_N22,unsat,59.6789,2728.0,verinet,MNIST_P70_N22 N22 0.012,True,1,1
6597,,mnist,0.012,N22,MNIST_P55_N22,unsat,59.7641,2197.0,verinet,MNIST_P55_N22 N22 0.012,True,1,1
6606,,mnist,0.012,N12,MNIST_P22_N12,unsat,60.5614,2206.0,verinet,MNIST_P22_N12 N12 0.012,True,1,1
6610,,mnist,0.012,N22,MNIST_P60_N22,unsat,59.2136,2210.0,verinet,MNIST_P60_N22 N22 0.012,True,1,1
6656,,mnist,0.012,N12,MNIST_P17_N12,unsat,58.7111,2256.0,verinet,MNIST_P17_N12 N12 0.012,True,1,1
6671,,mnist,0.012,N33,MNIST_P66_N33,unsat,61.2618,2271.0,verinet,MNIST_P66_N33 N33 0.012,True,1,1
6679,,mnist,0.012,N12,MNIST_P7_N12,unsat,59.6286,2279.0,verinet,MNIST_P7_N12 N12 0.012,True,1,1
6695,,mnist,0.012,N22,MNIST_P1_N22,unsat,59.5623,2295.0,verinet,MNIST_P1_N22 N22 0.012,True,1,1
6703,,mnist,0.012,N22,MNIST_P73_N22,unsat,58.8011,2303.0,verinet,MNIST_P73_N22 N22 0.012,True,1,1
6721,,mnist,0.012,N33,MNIST_P57_N33,unsat,59.1472,2321.0,verinet,MNIST_P57_N33 N33 0.012,True,1,1
6725,,mnist,0.012,N12,MNIST_P26_N12,sat,19.9581,2325.0,verinet,MNIST_P26_N12 N12 0.012,True,1,1
6798,,mnist,0.012,N22,MNIST_P45_N22,unsat,61.9712,2398.0,verinet,MNIST_P45_N22 N22 0.012,True,1,1
6808,,mnist,0.012,N33,MNIST_P55_N33,unsat,60.2119,2408.0,verinet,MNIST_P55_N33 N33 0.012,True,1,1
6839,,mnist,0.012,N33,MNIST_P96_N33,sat,52.3022,2439.0,verinet,MNIST_P96_N33 N33 0.012,True,1,1
6841,,mnist,0.012,N22,MNIST_P77_N22,unsat,61.3919,2441.0,verinet,MNIST_P77_N22 N22 0.012,True,1,1
6845,,mnist,0.012,N22,MNIST_P72_N22,unsat,59.2095,2445.0,verinet,MNIST_P72_N22 N22 0.012,True,1,1
6922,,mnist,0.012,N22,MNIST_P62_N22,unsat,60.0811,2522.0,verinet,MNIST_P62_N22 N22 0.012,True,1,1
6923,,mnist,0.012,N33,MNIST_P63_N33,sat,19.8798,2523.0,verinet,MNIST_P63_N33 N33 0.012,True,1,1
6929,,mnist,0.012,N12,MNIST_P63_N12,unsat,59.3485,2529.0,verinet,MNIST_P63_N12 N12 0.012,True,1,1
6946,,mnist,0.012,N12,MNIST_P89_N12,unsat,57.772,2546.0,verinet,MNIST_P89_N12 N12 0.012,True,1,1
7032,,mnist,0.012,N22,MNIST_P17_N22,unsat,61.4043,2632.0,verinet,MNIST_P17_N22 N22 0.012,True,1,1
7048,,mnist,0.012,N33,MNIST_P92_N33,unsat,57.7938,2648.0,verinet,MNIST_P92_N33 N33 0.012,True,1,1
7089,,mnist,0.012,N12,MNIST_P99_N12,unsat,61.6537,2689.0,verinet,MNIST_P99_N12 N12 0.012,True,1,1
7094,,mnist,0.012,N33,MNIST_P88_N33,unsat,60.0171,2694.0,verinet,MNIST_P88_N33 N33 0.012,True,1,1
7100,,mnist,0.012,N33,MNIST_P75_N33,unsat,60.3382,2700.0,verinet,MNIST_P75_N33 N33 0.012,True,1,1
7125,,mnist,0.012,N22,MNIST_P50_N22,unsat,60.2121,2725.0,verinet,MNIST_P50_N22 N22 0.012,True,1,1
5631,,mnist,0.012,N22,MNIST_P91_N22,unsat,62.4108,1231.0,verinet,MNIST_P91_N22 N22 0.012,True,1,1
5585,,mnist,0.012,N22,MNIST_P35_N22,unsat,60.2065,1185.0,verinet,MNIST_P35_N22 N22 0.012,True,1,1
21619,,mnist,0.004,N33,MNIST_P79_N33,unsat,63.0652,4019.0,verinet,MNIST_P79_N33 N33 0.004,True,1,1
21957,,mnist,0.004,N22,MNIST_P19_N22,unsat,82.0065,4357.0,verinet,MNIST_P19_N22 N22 0.004,True,1,1
21978,,mnist,0.004,N33,MNIST_P41_N33,unsat,85.8606,4378.0,verinet,MNIST_P41_N33 N33 0.004,True,1,1
21986,,mnist,0.004,N33,MNIST_P7_N33,unsat,77.7235,4386.0,verinet,MNIST_P7_N33 N33 0.004,True,1,1
21990,,mnist,0.004,N22,MNIST_P82_N22,unsat,55.6748,4390.0,verinet,MNIST_P82_N22 N22 0.004,True,1,1
21993,,mnist,0.004,N22,MNIST_P33_N22,unsat,47.29,4393.0,verinet,MNIST_P33_N22 N22 0.004,True,1,1
21994,,mnist,0.004,N22,MNIST_P92_N22,unsat,46.5896,4394.0,verinet,MNIST_P92_N22 N22 0.004,True,1,1
4434,,mnist,0.012,N12,MNIST_P9_N12,unsat,74.0035,34.0,verinet,MNIST_P9_N12 N12 0.012,True,1,1
4441,,mnist,0.012,N33,MNIST_P3_N33,unsat,78.0237,41.0,verinet,MNIST_P3_N33 N33 0.012,True,1,1
4452,,mnist,0.012,N22,MNIST_P52_N22,unsat,70.5142,52.0,verinet,MNIST_P52_N22 N22 0.012,True,1,1
4457,,mnist,0.012,N12,MNIST_P64_N12,unsat,69.9963,57.0,verinet,MNIST_P64_N12 N12 0.012,True,1,1
4505,,mnist,0.012,N33,MNIST_P87_N33,sat,26.8191,105.0,verinet,MNIST_P87_N33 N33 0.012,True,1,1
4545,,mnist,0.012,N12,MNIST_P25_N12,unsat,58.4972,145.0,verinet,MNIST_P25_N12 N12 0.012,True,1,1
4571,,mnist,0.012,N22,MNIST_P47_N22,unsat,58.385,171.0,verinet,MNIST_P47_N22 N22 0.012,True,1,1
4581,,mnist,0.012,N12,MNIST_P39_N12,unsat,62.7982,181.0,verinet,MNIST_P39_N12 N12 0.012,True,1,1
4582,,mnist,0.012,N33,MNIST_P89_N33,unsat,60.937,182.0,verinet,MNIST_P89_N33 N33 0.012,True,1,1
4586,,mnist,0.012,N33,MNIST_P79_N33,unsat,62.3249,186.0,verinet,MNIST_P79_N33 N33 0.012,True,1,1
4587,,mnist,0.012,N33,MNIST_P69_N33,unsat,59.9488,187.0,verinet,MNIST_P69_N33 N33 0.012,True,1,1
4602,,mnist,0.012,N12,MNIST_P88_N12,unsat,60.9813,202.0,verinet,MNIST_P88_N12 N12 0.012,True,1,1
4607,,mnist,0.012,N12,MNIST_P21_N12,unsat,59.4895,207.0,verinet,MNIST_P21_N12 N12 0.012,True,1,1
4612,,mnist,0.012,N12,MNIST_P82_N12,unsat,60.8224,212.0,verinet,MNIST_P82_N12 N12 0.012,True,1,1
4622,,mnist,0.012,N22,MNIST_P90_N22,unsat,59.6203,222.0,verinet,MNIST_P90_N22 N22 0.012,True,1,1
4643,,mnist,0.012,N33,MNIST_P91_N33,unsat,58.8741,243.0,verinet,MNIST_P91_N33 N33 0.012,True,1,1
4655,,mnist,0.012,N22,MNIST_P79_N22,unsat,59.8263,255.0,verinet,MNIST_P79_N22 N22 0.012,True,1,1
4667,,mnist,0.012,N33,MNIST_P7_N33,unsat,59.8311,267.0,verinet,MNIST_P7_N33 N33 0.012,True,1,1
4673,,mnist,0.012,N12,MNIST_P37_N12,unsat,59.4147,273.0,verinet,MNIST_P37_N12 N12 0.012,True,1,1
4683,,mnist,0.012,N12,MNIST_P50_N12,unsat,60.1586,283.0,verinet,MNIST_P50_N12 N12 0.012,True,1,1
21975,,mnist,0.004,N33,MNIST_P63_N33,sat,45.9411,4375.0,verinet,MNIST_P63_N33 N33 0.004,True,1,1
21937,,mnist,0.004,N22,MNIST_P6_N22,unsat,77.077,4337.0,verinet,MNIST_P6_N22 N22 0.004,True,1,1
4719,,mnist,0.012,N12,MNIST_P72_N12,unsat,59.886,319.0,verinet,MNIST_P72_N12 N12 0.012,True,1,1
21930,,mnist,0.004,N33,MNIST_P34_N33,unsat,77.2011,4330.0,verinet,MNIST_P34_N33 N33 0.004,True,1,1
21641,,mnist,0.004,N12,MNIST_P87_N12,unsat,63.3459,4041.0,verinet,MNIST_P87_N12 N12 0.004,True,1,1
21646,,mnist,0.004,N22,MNIST_P65_N22,unsat,62.3145,4046.0,verinet,MNIST_P65_N22 N22 0.004,True,1,1
21650,,mnist,0.004,N33,MNIST_P4_N33,unsat,61.9842,4050.0,verinet,MNIST_P4_N33 N33 0.004,True,1,1
21673,,mnist,0.004,N33,MNIST_P32_N33,unsat,62.4385,4073.0,verinet,MNIST_P32_N33 N33 0.004,True,1,1
21674,,mnist,0.004,N12,MNIST_P38_N12,unsat,63.0561,4074.0,verinet,MNIST_P38_N12 N12 0.004,True,1,1
21678,,mnist,0.004,N33,MNIST_P85_N33,unsat,60.7016,4078.0,verinet,MNIST_P85_N33 N33 0.004,True,1,1
21685,,mnist,0.004,N22,MNIST_P69_N22,sat,6.9998,4085.0,verinet,MNIST_P69_N22 N22 0.004,True,1,1
21691,,mnist,0.004,N33,MNIST_P24_N33,sat,15.0462,4091.0,verinet,MNIST_P24_N33 N33 0.004,True,1,1
21698,,mnist,0.004,N12,MNIST_P27_N12,unsat,65.2475,4098.0,verinet,MNIST_P27_N12 N12 0.004,True,1,1
21712,,mnist,0.004,N12,MNIST_P79_N12,unsat,66.2138,4112.0,verinet,MNIST_P79_N12 N12 0.004,True,1,1
21735,,mnist,0.004,N12,MNIST_P20_N12,unsat,68.3204,4135.0,verinet,MNIST_P20_N12 N12 0.004,True,1,1
21753,,mnist,0.004,N12,MNIST_P44_N12,unsat,71.2512,4153.0,verinet,MNIST_P44_N12 N12 0.004,True,1,1
21755,,mnist,0.004,N12,MNIST_P4_N12,unsat,70.9265,4155.0,verinet,MNIST_P4_N12 N12 0.004,True,1,1
21769,,mnist,0.004,N33,MNIST_P33_N33,sat,56.5973,4169.0,verinet,MNIST_P33_N33 N33 0.004,True,1,1
21772,,mnist,0.004,N33,MNIST_P53_N33,unsat,69.6147,4172.0,verinet,MNIST_P53_N33 N33 0.004,True,1,1
21781,,mnist,0.004,N22,MNIST_P51_N22,unsat,69.9883,4181.0,verinet,MNIST_P51_N22 N22 0.004,True,1,1
21783,,mnist,0.004,N12,MNIST_P70_N12,unsat,68.5336,4183.0,verinet,MNIST_P70_N12 N12 0.004,True,1,1
21791,,mnist,0.004,N12,MNIST_P6_N12,unsat,70.6532,4191.0,verinet,MNIST_P6_N12 N12 0.004,True,1,1
21798,,mnist,0.004,N22,MNIST_P7_N22,unsat,69.2149,4198.0,verinet,MNIST_P7_N22 N22 0.004,True,1,1
21803,,mnist,0.004,N22,MNIST_P11_N22,unsat,66.6857,4203.0,verinet,MNIST_P11_N22 N22 0.004,True,1,1
21814,,mnist,0.004,N12,MNIST_P80_N12,sat,24.3632,4214.0,verinet,MNIST_P80_N12 N12 0.004,True,1,1
21838,,mnist,0.004,N22,MNIST_P86_N22,unsat,72.911,4238.0,verinet,MNIST_P86_N22 N22 0.004,True,1,1
21867,,mnist,0.004,N33,MNIST_P30_N33,unsat,71.1176,4267.0,verinet,MNIST_P30_N33 N33 0.004,True,1,1
21890,,mnist,0.004,N22,MNIST_P54_N22,unsat,72.7016,4290.0,verinet,MNIST_P54_N22 N22 0.004,True,1,1
21898,,mnist,0.004,N22,MNIST_P58_N22,unsat,70.677,4298.0,verinet,MNIST_P58_N22 N22 0.004,True,1,1
4718,,mnist,0.012,N22,MNIST_P94_N22,unsat,58.6569,318.0,verinet,MNIST_P94_N22 N22 0.012,True,1,1
4737,,mnist,0.012,N12,MNIST_P0_N12,unsat,64.0647,337.0,verinet,MNIST_P0_N12 N12 0.012,True,1,1
5580,,mnist,0.012,N12,MNIST_P79_N12,unsat,60.5359,1180.0,verinet,MNIST_P79_N12 N12 0.012,True,1,1
5191,,mnist,0.012,N33,MNIST_P67_N33,unsat,56.7597,791.0,verinet,MNIST_P67_N33 N33 0.012,True,1,1
5195,,mnist,0.012,N33,MNIST_P74_N33,unsat,59.078,795.0,verinet,MNIST_P74_N33 N33 0.012,True,1,1
5216,,mnist,0.012,N12,MNIST_P2_N12,unsat,56.1787,816.0,verinet,MNIST_P2_N12 N12 0.012,True,1,1
5253,,mnist,0.012,N33,MNIST_P44_N33,sat,45.3279,853.0,verinet,MNIST_P44_N33 N33 0.012,True,1,1
5257,,mnist,0.012,N33,MNIST_P65_N33,sat,27.1305,857.0,verinet,MNIST_P65_N33 N33 0.012,True,1,1
5276,,mnist,0.012,N33,MNIST_P64_N33,unsat,57.892,876.0,verinet,MNIST_P64_N33 N33 0.012,True,1,1
5280,,mnist,0.012,N33,MNIST_P17_N33,unsat,56.5859,880.0,verinet,MNIST_P17_N33 N33 0.012,True,1,1
5292,,mnist,0.012,N33,MNIST_P8_N33,unsat,60.4148,892.0,verinet,MNIST_P8_N33 N33 0.012,True,1,1
5323,,mnist,0.012,N33,MNIST_P45_N33,unsat,60.1562,923.0,verinet,MNIST_P45_N33 N33 0.012,True,1,1
5350,,mnist,0.012,N12,MNIST_P93_N12,unsat,58.543,950.0,verinet,MNIST_P93_N12 N12 0.012,True,1,1
5373,,mnist,0.012,N22,MNIST_P10_N22,unsat,59.3874,973.0,verinet,MNIST_P10_N22 N22 0.012,True,1,1
5380,,mnist,0.012,N22,MNIST_P19_N22,unsat,60.674,980.0,verinet,MNIST_P19_N22 N22 0.012,True,1,1
5391,,mnist,0.012,N33,MNIST_P53_N33,unsat,58.7747,991.0,verinet,MNIST_P53_N33 N33 0.012,True,1,1
5399,,mnist,0.012,N12,MNIST_P55_N12,unsat,58.4753,999.0,verinet,MNIST_P55_N12 N12 0.012,True,1,1
5406,,mnist,0.012,N12,MNIST_P41_N12,unsat,59.5331,1006.0,verinet,MNIST_P41_N12 N12 0.012,True,1,1
5410,,mnist,0.012,N22,MNIST_P76_N22,unsat,59.257,1010.0,verinet,MNIST_P76_N22 N22 0.012,True,1,1
5451,,mnist,0.012,N22,MNIST_P57_N22,unsat,59.8131,1051.0,verinet,MNIST_P57_N22 N22 0.012,True,1,1
5465,,mnist,0.012,N33,MNIST_P9_N33,unsat,58.545,1065.0,verinet,MNIST_P9_N33 N33 0.012,True,1,1
5508,,mnist,0.012,N12,MNIST_P20_N12,unsat,58.1682,1108.0,verinet,MNIST_P20_N12 N12 0.012,True,1,1
5517,,mnist,0.012,N22,MNIST_P11_N22,unsat,60.321,1117.0,verinet,MNIST_P11_N22 N22 0.012,True,1,1
5522,,mnist,0.012,N33,MNIST_P26_N33,unsat,61.1848,1122.0,verinet,MNIST_P26_N33 N33 0.012,True,1,1
5524,,mnist,0.012,N33,MNIST_P48_N33,sat,14.6236,1124.0,verinet,MNIST_P48_N33 N33 0.012,True,1,1
5536,,mnist,0.012,N33,MNIST_P47_N33,unsat,61.3057,1136.0,verinet,MNIST_P47_N33 N33 0.012,True,1,1
5547,,mnist,0.012,N33,MNIST_P38_N33,unsat,57.1578,1147.0,verinet,MNIST_P38_N33 N33 0.012,True,1,1
5560,,mnist,0.012,N22,MNIST_P8_N22,unsat,58.1372,1160.0,verinet,MNIST_P8_N22 N22 0.012,True,1,1
5579,,mnist,0.012,N33,MNIST_P61_N33,unsat,59.5219,1179.0,verinet,MNIST_P61_N33 N33 0.012,True,1,1
5193,,mnist,0.012,N12,MNIST_P15_N12,unsat,56.187,793.0,verinet,MNIST_P15_N12 N12 0.012,True,1,1
5170,,mnist,0.012,N12,MNIST_P35_N12,unsat,59.0889,770.0,verinet,MNIST_P35_N12 N12 0.012,True,1,1
4753,,mnist,0.012,N33,MNIST_P85_N33,unsat,57.6589,353.0,verinet,MNIST_P85_N33 N33 0.012,True,1,1
5165,,mnist,0.012,N33,MNIST_P60_N33,unsat,60.6155,765.0,verinet,MNIST_P60_N33 N33 0.012,True,1,1
